"ELR_ZONE","ELR","ELR_SYSID","ELR_STARTMILES","End Mileage","ELR_DESCRIPTION","ELR_SUBZONE","ELR_DRNMOD","ELR_STATUS"," ELR_INCLUDE","ELR_SMA","ELR_ELECTRIFICATION"
"QF","WBC","6047","0.0000","0.1716","WEST BURTON (CEGB SIDINGS)","HFJ7","","","false","",""
"QF","WBH","0","-0.0005","0.0594","WESTGATE BRANCH","HFJ4","","","false","",""
"QF","WBK","6049","0.0000","0.1321","WELBECK","HFJ6","","","false","",""
"QF","WCI","4050","0.0000","1.0066","WILTON ICI","HFJ1","","","false","",""
"QF","WEC1","0","11.1406","12.0459","LANGWITH JCN OPEN","HFJ4","","","false","",""
"QF","WHR","3183","63.0613","63.1584","WHISKERHILL JNC RETFORD JNC","HFJ4","","","false","",""
"QF","WKC","3187","-0.0216","2.1386","WELBECK COLLIERY","HFJ4","","","false","",""
"QF","WME","3189","0.0000","10.0418","WOODBURN JN - MEXBOROUGH EAST JN","HFJ4","","","false","",""
"QF","WRG","6050","185.0552","185.0863","WHITEHALL ROAD GOODS YARD","HFJ6","","","false","",""
"QF","WSB","3190","-0.0077","3.0446","WEST SLEEKBURN JN - NORTH BLYTH","HFJ1","","","false","",""
"QF","WWK","3191","0.0000","0.0572","WAKEFIELD KIRKGATE INGS JN WAKEFIELD WEST RIDING JN","HFJ6","","","false","",""
"QF","YMS","3192","1.0991","42.0132","YORK MALTON SCARBOROUGH","HFJ7","","","false","",""
